review,label
"Vaguely reminiscent of great 1940's westerns, like ""The Treasure Of The Sierra Madre"" (1948), ""Red Rock West"" is a story about conscience, greed, and betrayal. Michael (Nicolas Cage) is a down and out, but honest, young man from Texas who goes west in search of work and money. He finds both, but not in the way he had expected.<br /><br />The film's screenplay contains plenty of surprises and plot twists. Excellent cinematography, adroit film editing, and moody western music add tension and suspense. The expansiveness of the big sky country provides a wonderful setting. And the acting ranges from good to excellent, with great performances from Dennis Hopper and J.T. Walsh. Dwight Yoakam's specially recorded country/western song provides the film with a strong finale.<br /><br />Correctly labeled as neo-noir, ""Red Rock West"" strikes me as being something else, as well. The plot is full of amazing coincidences and improbable timing, so much so that others may regard the screenplay as flawed. Ordinarily, I would agree. In this case, however, when combined with the moody atmosphere, and the fact that the small town of Red Rock seems almost empty of normal daily life, the coincidences and unlikely timing suggest a story that, beyond ""noirish"", is ... surreal. It's almost as if fate deliberately intervenes with improbable events so as to force Michael to come to grips with himself. From this point of view, the coincidences are not script flaws at all. They are necessary plot points in a nightmarish story of a young man who must confront his own demons ... disguised as other characters.<br /><br />All we need here is Rod Serling, in a postscript, explaining, in his always clearly enunciated voice, that ... a young man, searching for himself, stops in a small, almost deserted town a thousand miles from nowhere. It's his final layover in a journey to ... the twilight zone.",pos
"This was a very brief episode that appeared in one of the ""Night Gallery"" show back in 1971. The episode starred Sue Lyon (of Lolita movie fame) and Joseph Campanella who play a baby sitter and a vampire, respectively. The vampire hires a baby sitter to watch his child (which appears to be some kind of werewolf or monster) while he goes out at night for blood. The baby sitter is totally oblivious to the vampire's appearance when she first sees him and only starts to put two and two together when she notices that he has no reflection in the mirror, has an odd collection of books in the library on the occult, and hears strange noises while the vampire goes to talk to the child. She realizes that the man who hired her may not be what she thought he was originally. She bolts out the door, the vampire comes out looking puzzled and the episode is over. I don't know what purpose it was to make such an abbreviated episode that lasted just 5 minutes. They should just have expanded the earlier episode by those same 5 minutes and skipped this one. A total wasted effort.",neg
"This movie, ""Desperate Measures"", was.... I'm not quite sure how to even put it into words. Was this supposed to be a comedy? I couldn't stop laughing at how absolutely ridiculous it was. I love Michael Keaton, and I cannot actually comprehend that he did this. They did a good job at keeping my attention because I couldn't wait to see how much more ridiculous it was going to get minute by minute. I actually just registered on this site so that I could get this out. I don't review movies. I don't have time for this, but I cannot let this go knowing I haven't done my civil duty by letting people (those who have an IQ of 85 and above) know that this is no action/thriller, It is honest to goodness funny. You people that actually got thrills off of this scare me. Go watch a good movie like Million Dollar Baby. Clint Eastwood's acting is not superb, but I was balling at the end. Exercise your brain America!",neg
"This movie really could have been so much more. The idea would have been much better off with someone who actually wanted to make a decent movie, instead of a porno gorefest. The first half of the movie consists almost entirely of sex, talk of sex, drugs, and talk of drugs. Instead of, hey, maybe develop the characters a little so the audience might care about them and make their plights a little more tense, the filmmakers decided to have a lot of party scenes and annoying main characters acting like idiots until, uh oh, we didn't plan on being tortured, oops! The sad thing is, there are hints of something more intelligent beneath the surface, but the surface is piled so high with garbage that it's lost. For example, while at a sex club (wow, original!) one of the characters mentions something along the lines of ""paying to do anything you want to a person,"" of course he means sexually, but we know the basic plot of the movie involves the same concept with death and torture instead of sex. One of the characters is supposed to seem like a nice guy, but still never really develops enough for us to care. The main character has absolutely no depth other than a childhood story and his shallow interaction with his friend. The last half or so of the movie actually starts to gain momentum, and the first half not been an entire waste of film, I could have walked away with more than a feeling that I'd just watched 15 minutes of an okay movie, and an hour and fifteen minutes of porn and senseless gore. Sadly enough, the idea of this movie was put into the wrong hands. A little less than halfway through, my friend turned to me and said, ""Maybe I picked up the wrong movie..."" to which I replied, ""Yeah, I think you got Eurotrip by accident."" I am baffled as to why they decided to write the first half like they did. I guess I was hoping for something deeper. Don't watch this expecting anything special, be ready for lots of nudity and lots of incredibly disturbing gore mixed randomly, the two not even seeming to fit like they would in a slasher flick.",unsup
"I rented this film from my Library. I watched it and thought that i was the biggest fool to rent this film. Someone said it pretty right... If you watch a Bad Film, It is hard to sit through 91 Minutes (Scarlet Diva's Duration) that are about to pass...<br /><br />Actually Asia Argento according to me was Frustrated to make another GIA. But as they say, Classics are never repeated. Scarlet Diva of course got some Critical Acclaims from some small Film Festivals. But again, Getting acclaims from small Film Festivals are the easiest thing nowadays. Even the small Film Festival organizers very well know that you need a Distribution. I really have no idea how come people get ready to FUND such kinds of movies in first place. Do they really thought they were making another GIA? Please guys grow up! I am so sorry that i do not have GUTS to recommend this film to anybody here because this is a BAD film. Please also don't go on the Good Comments here because i think it was created. If this film was really a good film then how come this film was left behind by Major Distributors? The film is a really Bad Film... With some really Bad Performances (Especially by Asia Argento) as the cherry on the cake...<br /><br />Please watch it with a strip of 'Asprin' with you!",unsup
"I had the unfortune to see one of the incarnations of this film (I hear there are many). From start to finish it is bad. The story has been done a million times and a million times better. The main characters are awful. I didn't really care too much for the lead. I wanted him to be caught, plus he was too old for the part. The villians where so hammy. I don't know where Naida's accent came from. The land of ""I'll make it up as I go along"". Was there a director on set? I think not! And to add to all this the film is overlit (well in the version I saw it was). They was an UFO (eg. Massive Bright Light) just landed in a dark country lane, a building which had it's own shadow in the sky, and a man working a computer monitor, who should of been wearing a wielder's mask. I imgaine that this film will be expelled to straight to video hell. But learn from my mistake and avoid when possible.",unsup
"Christopher Keane has written one hell of a Novel and a screenplay. Want proof of this? Steve McQueen not only made the movie he demanded that he make THIS movie.<br /><br />Ralph ""Poppa"" Thorsen is a professional bounty hunter with bad driving skills, a house full of cons, cops, and hanger-ons. He has a passion for the past, a love for his mate, and a sincerity that is classic.<br /><br />There are fantastic moments of comic relief, great drama, and perfect chracter development. McQueen is totally loveable in this film.<br /><br />If you have ever wanted to learn how to write a screenplay you should see this film and read Chris Keane's book ""How to write a selling screenplay"". You will know all you need to know after that.",unsup
"As a Christian, I found this movie to be completely embarrassing. The actors sucked, the writing sucked, the cinematography sucked, and the story was so typical. I couldn't say this is a great witnessing tool, because I'd be too embarrassed to show any of my unsaved friends. Hollywood has much better stuff, and that's because they invest the best into it. Christians put out sh*tty work and think it's OK because ""it's for the lord"". In the old testament, people spent huge amounts of money to bring offerings to God. David (or Saul.. I don't remember) spent what would be equal to about $50 Billion in todays money on building a temple for God. But these days, spending what would appear to be about $30,000 tops on making a movie to ""witness"" to people with is just pathetic. It's the person, not the product that affects someone. Don't waste your time trying to convert your friends with this waste of an hour and a half. If you want to make a positive impact with people, show them movies like The Matrix, American Beauty, Braveheart etc.. movies that have something to say and actually get it into you.",neg
"The only reason I came across this movie was that it's on the LITTLE MISS MARKER DVD and I do recommend watching it although you won't like it as well as the better known movie.<br /><br />We have Gary Cooper and Carole Lombard as a con man and his companion. The film starts out quite light, but becomes more dramatic as Coop first plans on using his daughter to extort a sizable amount of cash from his brother-in-law but upon meeting the girl and seeing the discipline she would be subject to with his brother-in-law elects to keep her. However, he has trouble staying on the straight and narrow path and so the drama develops.<br /><br />Cooper and Lombard are good and Shirley still manages to steal the scenes she's in. There's little music in this, and Shirley only has one song. However this is entertaining and worth watching along with LITTLE MISS MARKER.",pos
"This show is so terrible it's not even worth watching after a few Episodes of it, Penn and Teller are clearly showing what Fruitcakes they are and with their shitty Biased opinions on every Paranormal Subject under the Sun proves what a totally crap show it is.<br /><br />They totally ripped the Bible apart but the fact of the matter is the Bible has been written by a group of Dodgy old men anyway that just wrote the scripture to how it suited them and their Beliefs. Christians believe it all to be true though they can if they want.<br /><br />I will just state this though, when it's their time to die and I hope thats soon cause their stupid asses shouldn't be shown on TV anymore they will find out that our consciousness survives bodily death everything unexplainable in this world points towards it.<br /><br />Swearing constantly and carrying on the way they do proves they have pea sized brains, Total knobs is all they are. I hope they read this cause I think the lowest of low of them.",unsup
"It's not often that I get to review documentaries (and I'm not sure that Michael Moore counts) but I was fortunate enough to see the excellent film 'Shake Hands with the Devil: The Journey of RomÃ©o Dallaire' this afternoon. Daillaire was picked from the Canadian Army to lead the UN Peacekeeping mission in Rwanda as the genocide of Tutsis (by another tribe the Hutu) was about to begin. The film goes into the history of how the hatreds began, and how there was a real failure from the world to intervene in time. At every turn Daillaire was thwarted by his so-called superiors to do anything. For the most part his men were left to watch as the country destroyed itself. As this was all happening in the spring of 1994, the world was obsessed with one OJ Simpson and his bloody glove. Watching the film I was sickened by the first world's apathy toward Africa. Bono once said that this generation will be remembered for standing by with water while Africa burned. This film only reinforced the statement. Afterwards the director, Peter Raymont, had a Q&A with the audience (there was also Dallaire's assistant from that period in Rwanda - his name escapes me), and he said that in Canada it will be playing on the CBC in the new year. I saw it as part of the Vancouver International Film Fest, and it's played at Toronto already, and will be at Berlin and Sundance next year. Please check this film out! It deserves to be seen by one and all.",unsup
"Alot of people throw filth at this movie, I dont know why. This movie breaks new grounds. It is the first Drama-Comedy I have ever scene. And it is truly strong on both the dramatical side and comical side.<br /><br />The acting was superb! People think elsewise, they think ""a bunch of dumb white kids trying to be black"". Because of this, they think the actors have no skills. But as a matter of fact, THESE CHARACTERS ARE VERY BELIEVABLE. THE CAST WAS PERFECT!!!! Nobody in this movie did NOT act unrealistic. Even Flip Dog's racist dad was believable, I cracked up on the part when he said ""So now you're a n!gger?"" That line had me choking on my popcorn, but there are so many funny scenes in this movie. That also shows that this movie is NOT just based on characters trying to be black. Flip Dog is actually the ONLY character who thinks he's black.<br /><br />I predicted that people would hate this movie, too bad they don't understand it. As matter of fact, if this movie wasn't so realistic as it is, it wouldn't be funny. The stereotypes in this movie are so very true and is what makes it hilarious.<br /><br />Don't worry about the plot in this movie, a movie like this doesn't really need one. It only excells in the areas that it focuses on- reality, drama and comedy.<br /><br />Much credit goes to a genius director!<br /><br />8/10",unsup
"While Cooper's career spanned ninety-two feature films, in which he appeared as everything from a masked Cossack to an Italian Renaissance explorer, a foreign legionnaire, a baseball great and countless sophisticated romantic adventurers, he is best remembered as a Western star...<br /><br />'Garden of Evil' tells the story of three American adventurers (Cooper, Widmark, and Mitchell) who are stranded in a Mexican fishing village after the ship that was taking them to California is put out of commission... <br /><br />All three were headed for the Californian gold rush... Instead, they are now in Puerto Miguel, approached by a woman in trouble, a Spanish-speaking American woman, Leah Fuller (Susan Hayward), who offers to pay them handsomely if they escort her through hazardous Indian territory to rescue her husband who is hurt and trapped in a gold mine up there in the hills...<br /><br />The mention of gold makes them agree and, together with a Mexican macho man named Vicente (Victor Manuel Mendoza), begin their long, arduous journey...<br /><br />Emotions become tense when Leah discovers Vicente marking trails and, later, finds herself fighting off the crude advances of one of the three soldiers of fortune...<br /><br />When the group arrives at what the Indians call the Garden of Evil, a sacred grounds atop a high mountain where the mine is located, they found Fuller (Hugh Marlowe) still alive, but embittered and with a broken leg... <br /><br />The group's troubles grow when they discover they are in danger, practically harassed by savage Indians... <br /><br />""Garden of Evil"" was Cooper first motion picture in CinemaScope... Along the way, he proves himself a powerful leader with a commanding performance...<br /><br />Susan Hayward kept her thoughts and her affections pretty much of a secret, remaining skeptical about her motives... This was her second movie with Gary Cooper since her appearance in William A. Wellman's superb, high adventure 'Beau Geste,' and her third with director Hathaway...<br /><br />Richard Widmark proceeds his ways of gambling with a neat line in cynical cracks; Cameron Mitchell fails in his unwelcome sexual advances; Hugh Marlowe uses a variety of both conscious and unconscious processes to deal with his angry feelings; Victor Manuel Mendoza gets intensely angry after being hit; and Rita Moreno delights the environment with her sweet voice...<br /><br />Hathaway was one of the great Hollywood veterans still in harness, a versatile director whose Westerns have been as variable in quality as his other films... Filmed on location in Mexico, his 'Garden of Evil' is a beautiful spectacle to behold... The vistas are strikingly clear and vivid... The film is a well-done character piece, concentrating on the relationships of the characters as on the evil influence of gold...",unsup
"This is among one of many USA attempts of remaking a old classic British TV show, that's more famous than this one. From what I see none of you haven't mentioned or even acknowledged that you knew there was a TV 50's-60's called ""Secret Agent Man"" The original Secret Agent Man starred the great Patrick McGoohan (The Prisoner,Braveheart,Ice Station Zebra,The Phantom, etc) a man who was tapped to be the first James Bond, but he turned it down because McGoohan was a very devout man and he considered James Bond's bed hopping and violent ways to be against his values.<br /><br />This show was done in black and white, and it's a pity for those who haven't seen it,you are missing out on a lot. The character Mr. McGoohan played in ""Secret Agent Man"" was named Drake, and after he finished with that show he went on to the do the very popular though at times bizarre and controversial TV series called ""The Prisoner"". The character he played in ""The Prisoner"" was that of a agent who's identity is not revealed is kidnapped and transported to a island where he does not know where he is or who it was that is responsible for kidnapping him. What he does know is that his captors want to know the reasons behind his resignation from the British Secret Service, and on this island the populace don't have names but they are referred to by numbers and Patricks character is assigned a number which is ""6"" It was argued that his Prisoner character was in fact the same character he played in Secret Agent Man but McGoohan himself disputed this.<br /><br />Ofourse there is the unmistakable famous theme song that the original Secret Agent Man spawned. It was written by Johnny Rivers a famous 50's and 60's pop musician and from what I read some of you are actually think that the song comes from THIS version of the show. You're very wrong about that. It was Johnny's and it comes from the original TV series so let me help to set the facts straight. To those of you who complained about the name of the show being stupid, well in England, it was actually called ""Danger Man"" and in the US it was retitled ""Secret Agent Man"" For such a supposedly stupid name the show did well enough when it was first aired.<br /><br />Granted this current show has little to do with the original, no such main character named Drake in this one, and I guess they did their best to make this show their version of ""Secret Agent Man"". But it does use the redone version of the original theme song so that does tell you that this show was indeed meant to be a redone albeit however inferior redone version of the original series.",neg
"""Paula, I may be a bitch, but I'll never be a butch!"" <br /><br />A hilarious line in an otherwise rather tiresome skin flick which features a pretty honey in Stacey Walker, but that's about all. This gal's a real tease who lures her boyfriends, co-workers and even her lesbian roommate Paula into her bedroom, but then turns into a whack job who cries ""rape"" and calls for the police! <br /><br />The schizophrenic personality of this certified c**t is interesting for maybe a little while, but this story ultimately turns into a real repetitive one-note affair. At least the ending is worth the wait, for those who will still care by that time.",neg
"This is a terrible film. Angie Dickenson is a class act and always does well, but she does not get many roles any more and she must have needed some money to do this film. By the way, she is on screen less than 10 minutes. Oooh, wait, there is one redeeming feature in this film: Meg Foster has a small part in this film. Now, Meg has been on the screen for 35 years and is not particularly great but she has the scariest eyes of any actress I have ever seen. By name, you probably don't know her, but one look at her eyes and you will recognize her. To summarize: the acting is horrid, the story bad, and even the filmography is dreadful. A screen going to black every time the director wants to change scenes is pretty moronic. Watch any thing else but this, even Mr Ed reruns!",neg
"A charming romance for the first season and a half. The writing is superb and likeable actors made this a pleasant series to watch.<br /><br />Mary Page Keller in particular was magnificent to help make up for a wooden Matthew Laurance as the other lead. The supporting cast of Chris Lemmon and Alison LaPlaca are even better actors than the leads and Jody Thelen and Eileen Sorkin were effectively cartoonish contributors.<br /><br />The series takes a romantic stroll from Ben (Laurance) and Laura's (Keller) first meeting through the ups and downs of courtship. And this is a very delightful courtship indeed! Unfortunately near the end of the second season, the series veered completely away from the last sense of reality. Great stories and good laughs.<br /><br />I wish I could get this series on video. When will Nick or TVLand start airing this wonderful program? (Please!)",unsup
"In my opinion, one of the best movies of the last 20 years. Very well-made, entertaining, & educational as well. A must for anyone who enjoys a good, intelligent movie, whether you have an interest in space, politics, modern history, or whatever!! I have seen it several times (I teach American History & show in class every year), and am always entertained, never bored. I give it a 10!",unsup
"I rented this movie thinking it was going to be a typical National Lampoon's movie (lots of laughs, college humor, the same means of Animal House). Instead, I got a movie that sounded like a sex ed documentary, because it was too melodramatic to be considered a romantic comedy. Adam (Cameron Douglas) didn't seem to be the ""sex crazy guy"" described in the movie summary in the back of the box. Eve (Emanuelle Chriqui) character was okay because of the message she wanted to bring up to the audience. Adam's buddies weren't present in the movie that much, so we don't get enough feedback of Adam's life BEFORE meeting Eve.<br /><br />I'll give this movie a 1 out of 10, because I cant give it a 0. I'm still upset about the name ""National Lampoon"" in the box.",unsup
"This was always going to be a hard novel to adapt - the very qualities that make it a great read make a confusing film. The book has a mysterious, dream-like, languid quality - Woolf can slip over hundreds of years in a sentence and the reader admires her prose skill and absolute razor conciseness.<br /><br />On the screen though a jump of that kind, with no explanation, is just confusing. We detect from early on in the book that it's more of a psychological fable set against a literary / historical background than a naturalistic, historical story with a real plot. But on film all the realistic period detail etc taken in by your eye makes you instinctively expect realistic events. Might have been a better film if done like a Greenaway, so clear to the viewer it's not a 'realistic' story etc. Or if completely re-interpreted, or turned into a feminist polemic - by just translating as closely as possible events from the book to screen it's just thin and pointless. Plus many long, silent, madness-inducing pauses in the film, which obviously you don't get in a book.<br /><br />There's simply no 'story' in the film, no reason to care, and the only character seen long enough to register is Tilda Swinton's Orlando, who as a distant, expressionless, apparent immortal you just can't care about. We don't even get to know 'what it's like' to be Orlando, and there's no interest in the whys and wherefores of his/her immortality - so no 'threat', no 'learning', no story arc of any kind. All in all I can't recommend the book highly enough (plus it's really thin!) but don't bother with the film.",unsup
"I loved this movie!! Jack Black and Kyle Gass have probably made one of the best comedies since Up in Smoke. This movie has something for everyone: rock, drugs, and Satan. What more could someone want? I suggest this movie to anyone that wants to sit back and forget all the trouble in the world and have a good laugh. Even if the movie does not do well in the theaters it is sure to become a cult classic. I do suggest anyone going to see the movie pick up the D's first album because a lot of the jokes are made only funnier if you have heard the songs( such as JB's obsession with Sasquatch and the epic battle against the devil.)The movie still is guarantied laughs even if you have not heard their music but the songs are so great you can't pass them up.",pos
"Good movie, very 70s, you can not expect much from a film like this,, Sirpa Lane is an actress of erotic films, a nice body but nothing exceptional savant to a pornographic actress from the body disappears, but the '70s were characterized a small breasts and a simple eroticism. Not demand a lot from these films are light years away from the movies today, the world has changed incredibly. The plot is simple and the actors not extraordinary. And the brunette actress has a single body, has one breast slightly bigger. Be satisfied. Papaya also is not great but at least these films have a certain charm ... Download them again but then again who knows what you pretend not to them.",unsup
"College girl Joanne Murray takes on the unenviable job of readying the student housing building to become apartments,which includes selling the unneeded furniture This takes place during a break,so a mysterious psycho is stalking the nearly-empty premises on campus.""Dorm that Dripped Blood"" is a low-budget slasher flick that is quite entertaining.The acting is pretty bad,the plot is predictable,but the gore effects are quite good.The film was made by UCLA film students Stephen Carpenter and Jeffrey Obrow for next to nothing.Soon a dreamy ambiance kicks in,very similar to the enveloping forests of Jeff Leiberman's fantastic ""Just Before Dawn"".7 out of 10.It's great to see Daphne Zuniga of ""The Initiation"" fame run over few times by a car.",pos
"Skeletons In The Closet takes the father-teenage son genre to new levels of low. This is a movie that serves no purpose. The plot is layed out in the first few minutes, there is no suspense, the characters are clichÃ© and despite plot twists that try to confuse and obfuscate, everything plays out exactly as you think it will. Halfway through the movie I could no longer stand the snail pace and started fast forwarding. The movie ended exactly as I expected. Linda Hamilton is great as always and the other actors are above average considering there seems to be a complete lack of direction. If you really believe you need to see this uninspired lackluster wannabe whodunit, watch it on fast forward.",neg
"For Anthony Mann the Western was 'legend'- and 'legend' makes the very best cinema! Mann's work was full of intensities and passions, visually dramatic, and the action always excitingly photographed...<br /><br />Stewart, a docile actor with the ability of displaying anger, neurosis and cruelty, made with Anthony Mann, five remarkable Westerns: ""Winchester '73;"" "" Bend of the River;"" ""The Naked Spur;"" ""The Far Country;"" and ""The Man from Laramie.""<br /><br />In ""Winchester '73,"" Stewart reveals his darker side... He offers all the reserves of anger, inner ambivalence, and emotional complexity in his nature that his audiences had, up till this time, failed to catch...<br /><br />A carefully chosen cast increases the proceedings in fine style: Shelley Winters is at her saucy best; Dan Duryea perfect as the vicious, sneering psychopathic villain; John McIntire great as the unscrupulous character; Charles Drake so good as the man who attempts to face his tormentor; and a very young Rock Hudson, attempts the role of an Indian Chief... <br /><br />""Winchester '73"" is the story of a perfectly crafted and highly prized, rifle in the Dodge City Kansas of 1876... Stewart and his estranged brother, who bears another name (Stephen McNally), compete fiercely for possession of it, and though Stewart wins, McNally steals it and sets off cross-country with Stewart in pursuit... What gives the pursuit an element of the demonic, is Stewart's determination to revenge his father's death at the hands of that same renegade brotherÂ?a revenge fed by long-standing fratricidal hatred...<br /><br />Photographed in gorgeous Black & White, the film comes on as powerful and arresting, acted with deep feeling and intense concentration, not only by Stewart but by all the supporting characters...<br /><br />Look fast for a promising newcomer, Tony Curtis, the soldier who finds the rifle after the Indian attack...",pos
"Sequels hardly ever live up to the original. This definitely proves true in this case. However, if you're a big fan of the original than definitely give this a watch. Although the camera work is lacking, Brian Krause's character is annoying, and the plot is clique, it's much more funnier than the first and that is what I find entertaining about it. <br /><br />Don't see this movie expecting the same performance as in the first film. Quite frankly it's a bit different. Rather than sitting in his cabin writing screenplays, Stanley is off in Hollywood trying to direct his dream project, Cabin by the Lake. This movie has a much different feel but it's still great to see Stanley back in action.<br /><br />I'm giving it a 6 out of 10.",pos
"This second pairing of Wile E. Coyote and the Road Runner is a great as the first. Predictable maybe, but I don't care and still laugh so much whenever I see it. The Wile E./Road runner shorts always had the most special place in my heart. So knowing that the second disc of the Golden Collection would not only feature 11 of this, BUT they would be in chronological order (2 through 12, the first episode was on Volume 1), made me get misty eyed. I LOVE this stuff. This animated short can be seen on Disc 2 of the Looney Tunes Golden Collection Volume 2. It also features an optional commentary by Micheal Barrier.<br /><br />My Grade: A+",pos
"**SPOILERS AHEAD**<br /><br />It is really unfortunate that a movie so well produced turns out to be<br /><br />such a disappointment. I thought this was full of (silly) clichÃ©s and<br /><br />that it basically tried to hard. <br /><br />To the (American) guys out there: how many of you spend your<br /><br />time jumping on your girlfriend's bed and making monkey<br /><br />sounds? To the (married) girls: how many of you have suddenly<br /><br />gone from prudes to nymphos overnight--but not with your<br /><br />husband? To the French: would you really ask about someone<br /><br />being ""Ã  la fac"" when you know they don't speak French? Wouldn't<br /><br />you use a more common word like ""universitÃ©""? <br /><br />I lived in France for a while and I sort of do know and understand<br /><br />Europe (and I love it), but my (German) roommate and I found this<br /><br />pretty insulting overall. It looked like a movie funded by the<br /><br />European Parliament, and it tried too hard basically. It had all<br /><br />sorts of differences that it tried to tie together (not a bad thing in<br /><br />itself) but the result is at best awkward, but in fact ridiculous--too<br /><br />many clashes that wouldn't really happen. Then the end of the<br /><br />movie--the last 10 minutes--ruined all the rest. Why doesn't Xavier<br /><br />talk to the Erasmus students he meets back in Paris? Why does<br /><br />he just walk off? Why does he just run away from his job, is that<br /><br />""freedom""? And in the end, is the new Europe supposed to rest on<br /><br />a bunch of people who smoke up and shag all day? Is this what<br /><br />it's made up of? <br /><br />Besides, the acting was pretty horrible. I can't believe Judith<br /><br />GodrÃ¨che's role and acting. Why was she made to look like<br /><br />Emanuelle BÃ©art so much? At first I thought Xavier was OK but<br /><br />with retrospect I think he was pretty bad. <br /><br />And that's all really too bad, because technically (opening credits,<br /><br />scenes when he's asking what papers he needs) it was really<br /><br />good (except for sound editing around the British siblings), and the<br /><br />soundtrack was great too. So the form was good, but the content<br /><br />pretty horrible.",pos
"I watched it last night and again this morning - that's how much I liked it. There is something about this movie... When the movie was almost over, I was about to cry. I would strongly recommend ""Latter Days"" to my friends - it's definitely worth seeing! I agree with those who say that some parts of the movie do not look very realistic. For example, both main characters are totally cute and in perfect physical shape (although, round is also a type of shape:) ). I rarely meet people like this as singles and I have never met any in couples. Other parts of the movie, including all those ""coincidences"", do not look very realistic as well. BUT, after all it is A MOVIE, not a life story.",pos
"Prof. Janos Rukh (Boris Karloff) discovers Radium X--a powerful force to be used for atomic power. Unfortunately Rukh has been contaminated by the Radium and starts to glow in the dark--and his touch causes instant death. Dr. Felix Benet (Bela Lugosi) develops an antidote--but Rukh starts to go mad due to the Radium AND the antidote and sets out to kill all he believed wronged him.<br /><br />The plot is silly and the ""effects"" that make Karloff glow in the dark are laughable, but this is still a fun little chiller. It moves quickly, has some great atmosphere (notice Rukh's ""house"" and the movie starts on a dark and rainy night) and Karloff and Lugosi (as always) give great performances. There is also good acting by Franic Drake (as Rukh's wife) and Violet Kemble Cooper (as his mother). So it's OK but just a notch below all the other Karloff/Lugosi movies. The plot is just too far-fetched for me to swallow. Still I did like this. I give it a 7.",pos
"Glacier Fox is one of the most heartrending and wonderfully photographed wildlife films ever made.<br /><br />The film makes you care about each member of this fox family, from the blind cub to the strongest - their adventures are at times hilarious and also tragic. Set against an inhospitable countryside, the audience's hearts warm to the family members.<br /><br />The music score and lyrics tell the story intercut with narration about what is happening in general terms.<br /><br />Man remains one of the biggest predators, but we are left in no doubt that the foxes are capable of living, not just surviving beyond human endeavours.",pos
"In a performance both volatile and graceful, Al Pacino re-teams with Sea of Love director, Harold Becker.<br /><br />As New York Mayor John Pappas in City Hall.<br /><br />A savvy thriller thats the first film ever shot inside the lower Manhattan structure that's ground zero for the City's government.<br /><br />That the other NYC locations provide the vivid settings as an idealistic mayoral aide (John Cusack) follows a trail of subversion and cover-up that may loop back to the man he serves and reveres.<br /><br />Bridget Fonda, Danny Aiello, Martin Landau, Tony Franciosa and David Paymer add more starry brilliance to this gripping tale of power.<br /><br />And the power behind power.",pos
"This movie was OK from an entertainment standpoint but breaking it down further reveals it to be nothing more than pure propaganda. The four individual stories just seemed out of touch of reality. Wars do suck and soldiers are injured and maimed for life. However, there are a great many of us (I am in the military) that do come back and lead extremely productive lives, just as we did before we left. Why this movie had to take all four experiences and make them negative is beyond me. There are so many cases of men and women coming back who are able to deal with what they experienced. This movie made it seem as if everyone coming back from war is either screwed up psychologically, becomes violent or a drunkard or has to deal with life missing a limb. Furthermore, why was 50 cent in this movie? The clown can't even speak English. He has absolutely no talent when it comes to acting, and when it comes to music for that matter. Jessica Biel was bland and her acting was simply unbelievable. The only bright spot was from Samuel L. Jackson.",unsup
"Wow what a great premise for a film : Set it around a film maker with writer`s block who decides to take up tango lessons . Hey and what an even better idea cast the central role to a film maker who`s interested in tango. Gosh I wish I had that knack for genius . Yes I`m being sarcastic.<br /><br />It amazes me that these type of zero potential for making money movies are made . Come on unless you`re a rabid tango fan ( I do concede they do exist judging by the comments ) or a die hard member of the Sally Potter fan club ( ? ) there`s nothing in this film that will make you rush off to the cinema to see it . Even if you`re into tango much of the film is taken up with meaningless scenes like a house getting renovated or a man in wheelchair going along a road <br /><br />Coming soon THE REVIEW LESSON where a failed screenwriter from Scotland sits in front of a computer writing very sarcastic but highly entertaining reviews of films he`s seen . Gasp in shock as Theo Robertson puts the boot into the latest Hollywood blockbusters , weep in sympathy as he gets yet another rejection letter from a film company , fall in lust as he takes a bath and rubs soap over his well toned body . THE REVIEW LESSON coming soon to a cinema near you if anyone is stupid enough to fund the movie<br /><br />PS Sally Potter is unrelated to Harry Potter",neg
"Awesomely improbable and foolish potboiler that at least has some redeeming, crisp location photography, but it's too unbelievable to generate much in the way of tension. I was kinda hoping that Stanwyck wouldn't make it back in time because, really, she was saddled with the wet, in more ways than one, husband,and she had an idiot child as well..why NOT run off with Meeker? But the nagging question remains..what sort of wood was that pier support made of if a rotten piece of it pulled off didn't float? Stanwyck, always impeccably professional, does the best she could with the material but it's threadbare.",neg
"HOLES is not your average Disney stuff- it's very, very fun, even for adults who usually cringe at the cutesy, focus-group designed ""family entertainment"" that Uncle Walt's studio passes off as live-action. Perhaps the secret of this film's success is in its faithfulness to the original book, which is a little bit darker than your average kid stuff. The action begins when Stanley Yelnats is sent to a boys' prison camp, where all the inmates are forced to dig holes under the desert sun as a form of rehibilitation. But as the story progresses, Stanley's tale becomes interwoven with that of a legendary treasure, and this adventure becomes ten times more fun than any Disney movie about an all-boy prison camp has any right to be. Jon Voight is especially nasty and colorful, and Sigourney Weaver is beautiful, as always.",pos
"Apparently that's the moral of this movie. The movie could have been an interesting depiction of a true story, but it isn't. Mainly coz the screenwriters and director have done such a messy (and in one instance, downright vulgar) job, that a child wont believe the ludicrous goings-on in this braindead movie. The guy meets his ethnic friends in broad daylight while working undercover as a proNazi. He tells the Nazis he represents rich people interested in the cause, and the Nazis believe him straight out without even asking for any credentials. And that's just the tip of the iceberg. All this is explained, in a not-so-subtle case of begging the question, by a dialogue about the Nazis which goes ""These guys believe anything.. Greed has made them blind"". Or shaving the head has made them stupid.",unsup
